"symbol","cik","exchange","industry","sector"
"YHC","0001843165","NASDAQ","Beverages - Alcoholic","Consumer Defensive"
"WHLRP","0001527541","NASDAQ","REIT - Retail","Real Estate"
"PAVS","0001751876","NASDAQ","Packaged Foods","Consumer Defensive"
"ORIS","0001964664","NASDAQ","Packaged Foods","Consumer Defensive"
"BOXL","0001624512","NASDAQ","Communication Equipment","Technology"
"FTEL","0001928581","NASDAQ","Specialty Retail","Consumer Cyclical"
"APACR","0002043630","NASDAQ","Asset Management","Financial Services"
"ZVSA","0001859007","NASDAQ","Biotechnology","Healthcare"
"JFBR","0001885408","NASDAQ","Specialty Retail","Consumer Cyclical"
"HEPA","0001583771","NASDAQ","Biotechnology","Healthcare"
"WORX","0001674227","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"FSHPR","0001850059","NASDAQ","Financial - Conglomerates","Financial Services"
"HCSG","0000731012","NASDAQ","Medical - Care Facilities","Healthcare"
"UGRO","0001706524","NASDAQ","Agricultural - Machinery","Industrials"
"ITW","0000049826","NYSE","Industrial - Machinery","Industrials"
"PUK","0001116578","NYSE","Insurance - Life","Financial Services"
"EPD","0001061219","NYSE","Oil & Gas Midstream","Energy"
"GLW","0000024741","NYSE","Hardware, Equipment & Parts","Technology"
"OLMA","0001750284","NASDAQ","Biotechnology","Healthcare"
"TEL","0001385157","NYSE","Hardware, Equipment & Parts","Technology"
"COR","0001140859","NYSE","Medical - Distribution","Healthcare"
"RACE","0001648416","NYSE","Auto - Manufacturers","Consumer Cyclical"
"TX","0001342874","NYSE","Steel","Basic Materials"
"CNQ","0001017413","NYSE","Oil & Gas Exploration & Production","Energy"
"ELV","0001156039","NYSE","Medical - Healthcare Plans","Healthcare"
"RSG","0001060391","NYSE","Waste Management","Industrials"
"VRAX","0001885827","NASDAQ","Biotechnology","Healthcare"
"TVA","0002033991","NASDAQ","Shell Companies","Financial Services"
"CVGW","0001133470","NASDAQ","Food Distribution","Consumer Defensive"
"TECX","0001681087","NASDAQ","Biotechnology","Healthcare"
"LAND","0001495240","NASDAQ","REIT - Industrial","Real Estate"
"OYSE","0002042182","NASDAQ","Shell Companies","Financial Services"
"PDLB","0001874071","NASDAQ","Banks - Regional","Financial Services"
"CCCXW","0002007825","NASDAQ","Shell Companies","Financial Services"
"KD","0001867072","NYSE","Information Technology Services","Technology"
"WWD","0000108312","NASDAQ","Aerospace & Defense","Industrials"
"MSBI","0001466026","NASDAQ","Banks - Regional","Financial Services"
"WMG","0001319161","NASDAQ","Entertainment","Communication Services"
"JBHT","0000728535","NASDAQ","Integrated Freight & Logistics","Industrials"
"XELLL","0000072903","NASDAQ","Asset Management","Financial Services"
"VACHU","0002006815","NASDAQ",NULL,"Financial Services"
"SBC","0001930313","NASDAQ","Consulting Services","Industrials"
"SIMA","0002014982","NASDAQ","Shell Companies","Financial Services"
"CTRN","0001318484","NASDAQ","Apparel - Retail","Consumer Cyclical"
"WILC","0001030997","NASDAQ","Food Distribution","Consumer Defensive"
"ARTNA","0000863110","NASDAQ","Regulated Water","Utilities"
"POWL","0000080420","NASDAQ","Electrical Equipment & Parts","Industrials"
"DUOT","0001396536","NASDAQ","Software - Application","Technology"
"MRAM","0001438423","NASDAQ","Semiconductors","Technology"
"GAMB","0001839799","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"BVFL","0001302387","NASDAQ","Banks - Regional","Financial Services"
"SANG","0001753368","NASDAQ","Software - Infrastructure","Technology"
"XTKG","0001754323","NASDAQ","Software - Application","Technology"
"CNTB","0001835268","NASDAQ","Biotechnology","Healthcare"
"PROK","0001850270","NASDAQ","Biotechnology","Healthcare"
"OPRX","0001448431","NASDAQ","Medical - Healthcare Information Services","Healthcare"
"DMRC","0001438231","NASDAQ","Information Technology Services","Technology"
"ARRY","0001820721","NASDAQ","Solar","Energy"
"SYM","0001837240","NASDAQ","Industrial - Machinery","Industrials"
"SLM","0001032033","NASDAQ","Financial - Credit Services","Financial Services"
"NXST","0001142417","NASDAQ","Entertainment","Communication Services"
"FUNC","0000763907","NASDAQ","Banks - Regional","Financial Services"
"RAIL","0001320854","NASDAQ","Railroads","Industrials"
"TKNO","0001850902","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"KRKR","0001779476","NASDAQ","Internet Content & Information","Communication Services"
"VYGR","0001640266","NASDAQ","Biotechnology","Healthcare"
"WNEB","0001157647","NASDAQ","Banks - Regional","Financial Services"
"ALTS","0000862861","NASDAQ","Software - Application","Technology"
"PDYN","0001826681","NASDAQ","Software - Infrastructure","Technology"
"OVLY","0001431567","NASDAQ","Banks - Regional","Financial Services"
"IMA","0001835579","NASDAQ","Biotechnology","Healthcare"
"EL","0001001250","NYSE","Household & Personal Products","Consumer Defensive"
"STT","0000093751","NYSE","Asset Management","Financial Services"
"NOK","0000924613","NYSE","Communication Equipment","Technology"
"ARES","0001176948","NYSE","Asset Management","Financial Services"
"UI","0001511737","NYSE","Communication Equipment","Technology"
"ELP","0001041792","NYSE","Diversified Utilities","Utilities"
"MT","0001243429","NYSE","Steel","Basic Materials"
"VICI","0001705696","NYSE","REIT - Diversified","Real Estate"
"CUK","0001125259","NYSE","Leisure","Consumer Cyclical"
"NRG","0001013871","NYSE","Independent Power Producers","Utilities"
"WDS","0000844551","NYSE","Oil & Gas Exploration & Production","Energy"
"RJF","0000720005","NYSE","Financial - Capital Markets","Financial Services"
"SMXT","0001519472","NASDAQ","Solar","Energy"
"LGCB","0001969401","NASDAQ","Specialty Retail","Consumer Cyclical"
"ARDX","0001437402","NASDAQ","Biotechnology","Healthcare"
"XRX","0001770450","NASDAQ","Information Technology Services","Technology"
"VACH","0002006815","NASDAQ","Shell Companies","Financial Services"
"RTAC","0002035173","NASDAQ","Shell Companies","Financial Services"
"HYAC","0001819253","NASDAQ","Shell Companies","Financial Services"
"NPAC","0001844004","NASDAQ","Shell Companies","Financial Services"
"PBFS","0001769663","NASDAQ","Banks - Regional","Financial Services"
"ACTG","0000934549","NASDAQ","Specialty Business Services","Industrials"
"RCKT","0001281895","NASDAQ","Biotechnology","Healthcare"
"OBAW","0002034313","NASDAQ","Shell Companies","Financial Services"
"CRAQ","0002058359","NASDAQ","Shell Companies","Financial Services"
"API","0001802883","NASDAQ","Software - Application","Technology"
"NGNE","0001404644","NASDAQ","Biotechnology","Healthcare"
"RBB","0001499422","NASDAQ","Banks - Regional","Financial Services"
"MKTW","0001805651","NASDAQ","Software - Application","Technology"
"FLNT","0001460329","NASDAQ","Advertising Agencies","Communication Services"
"PHUN","0001665300","NASDAQ","Software - Application","Technology"
"PACH","0002040381","NASDAQ","Asset Management","Financial Services"
"XOMAP","0000791908","NASDAQ","Biotechnology","Healthcare"
"MOBX","0001855467","NASDAQ","Semiconductors","Technology"
"NMTC","0001500198","NASDAQ","Medical - Devices","Healthcare"
"SCOR","0001158172","NASDAQ","Internet Content & Information","Communication Services"
"NMP","0002054876","NASDAQ","Shell Companies","Financial Services"
"AERT","0001853044","NASDAQ","Consulting Services","Industrials"
"CVRX","0001235912","NASDAQ","Medical - Devices","Healthcare"
"HFWA","0001046025","NASDAQ","Banks - Regional","Financial Services"
"RDVT","0001720116","NASDAQ","Software - Application","Technology"
"YDDL","0002034723","NASDAQ","Waste Management","Industrials"
"USAU","0000027093","NASDAQ","Gold","Basic Materials"
"CCCX","0002007825","NASDAQ","Shell Companies","Financial Services"
"PESI","0000891532","NASDAQ","Waste Management","Industrials"
"HWBK","0000893847","NASDAQ","Banks - Regional","Financial Services"
"CFFI","0000913341","NASDAQ","Banks - Regional","Financial Services"
"FVCB","0001675644","NASDAQ","Banks - Regional","Financial Services"
"GPRE","0001309402","NASDAQ","Chemicals - Specialty","Basic Materials"
"BPRN","0001913971","NASDAQ","Banks - Regional","Financial Services"
"NNOX","0001795251","NASDAQ","Medical - Devices","Healthcare"
"KRMD","0000704440","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"FCCO","0000932781","NASDAQ","Banks - Regional","Financial Services"
"CEPO","0002027708","NASDAQ","Shell Companies","Financial Services"
"FXNC","0000719402","NASDAQ","Banks - Regional","Financial Services"
"EVOXU","0002076616","NASDAQ","Shell Companies","Financial Services"
"TNYA","0001858848","NASDAQ","Biotechnology","Healthcare"
"OGI","0001620737","NASDAQ","Drug Manufacturers - Specialty & Generic","Healthcare"
"TWNP","0002011954","NASDAQ","Restaurants","Consumer Cyclical"
"BNC","0001482541","NASDAQ","Engineering & Construction","Industrials"
"NAKA","0001946573","NASDAQ","Medical - Equipment & Services","Healthcare"
"GRPN","0001490281","NASDAQ","Internet Content & Information","Communication Services"
"AUB","0000883948","NASDAQ","Banks - Regional","Financial Services"
"GNTX","0000355811","NASDAQ","Auto - Parts","Consumer Cyclical"
"VSAT","0000797721","NASDAQ","Communication Equipment","Technology"
"SMTC","0000088941","NASDAQ","Semiconductors","Technology"
"IEP","0000813762","NASDAQ","Conglomerates","Industrials"
"TGTX","0001001316","NASDAQ","Biotechnology","Healthcare"
"VRAR","0001854445","NASDAQ","Software - Infrastructure","Technology"
"AIXI","0001935172","NASDAQ","Software - Application","Technology"
"UBSI","0000729986","NASDAQ","Banks - Regional","Financial Services"
"ABCB","0000351569","NASDAQ","Banks - Regional","Financial Services"
"BMGL","0002004489","NASDAQ","Medical - Healthcare Plans","Healthcare"
"SPPL","0001948697","NASDAQ","Software - Application","Technology"
"AUID","0001534154","NASDAQ","Software - Infrastructure","Technology"
"REE","0001843588","NASDAQ","Auto - Recreational Vehicles","Consumer Cyclical"
"LEXX","0001348362","NASDAQ","Biotechnology","Healthcare"
"CORZ","0001839341","NASDAQ","Software - Infrastructure","Technology"
"TRSG","0001943444","NASDAQ","Manufacturing - Metal Fabrication","Industrials"
"TLF","0000909724","NASDAQ","Specialty Retail","Consumer Cyclical"
"TFIN","0001539638","NASDAQ","Banks - Regional","Financial Services"
"AXGN","0000805928","NASDAQ","Medical - Devices","Healthcare"
"CLOV","0001801170","NASDAQ","Medical - Healthcare Plans","Healthcare"
"PSNY","0001884082","NASDAQ","Auto - Manufacturers","Consumer Cyclical"
"PSIX","0001137091","NASDAQ","Industrial - Machinery","Industrials"
"SSII","0001676163","NASDAQ","Medical - Devices","Healthcare"
"HSII","0001066605","NASDAQ","Staffing & Employment Services","Industrials"
"BBNX","0001674632","NASDAQ","Medical - Equipment & Services","Healthcare"
"FRSX","0001691221","NASDAQ","Auto - Parts","Consumer Cyclical"
"URGN","0001668243","NASDAQ","Biotechnology","Healthcare"
"ECPG","0001084961","NASDAQ","Financial - Mortgages","Financial Services"
"MFIC","0001278752","NASDAQ","Asset Management","Financial Services"
"NKTR","0000906709","NASDAQ","Biotechnology","Healthcare"
"ZUMZ","0001318008","NASDAQ","Apparel - Retail","Consumer Cyclical"
"VSTA","0001792829","NASDAQ","Education & Training Services","Consumer Defensive"
"TRIN","0001786108","NASDAQ","Asset Management","Financial Services"
"BBOT","0001869105","NASDAQ","Biotechnology","Healthcare"
"ABCL","0001703057","NASDAQ","Biotechnology","Healthcare"
"GALT","0001133416","NASDAQ","Biotechnology","Healthcare"
"CENX","0000949157","NASDAQ","Aluminum","Basic Materials"
"SBCF","0000730708","NASDAQ","Banks - Regional","Financial Services"
"DAVE","0001841408","NASDAQ","Software - Application","Technology"
"RGCO","0001069533","NASDAQ","Regulated Gas","Utilities"
"DNLI","0001714899","NASDAQ","Biotechnology","Healthcare"
"NXXT","0001817004","NASDAQ","Renewable Utilities","Utilities"
"NUVL","0001861560","NASDAQ","Biotechnology","Healthcare"
"CVBF","0000354647","NASDAQ","Banks - Regional","Financial Services"
"CAPTW","0001967478","NASDAQ","Industrial - Specialties","Industrials"
"BEAM","0001745999","NASDAQ","Biotechnology","Healthcare"
"AVBH","0001443575","NASDAQ","Banks - Regional","Financial Services"
"NTWO","0002028027","NASDAQ","Shell Companies","Financial Services"
"ATLO","0001132651","NASDAQ","Banks - Regional","Financial Services"
"INGN","0001294133","NASDAQ","Medical - Devices","Healthcare"
"SDA","0001936804","NASDAQ","Auto - Dealerships","Consumer Cyclical"
"STRZ","0000929351","NASDAQ","Entertainment","Communication Services"
"SMTI","0000714256","NASDAQ","Medical - Instruments & Supplies","Healthcare"
"NA","0001872302","NASDAQ","Semiconductors","Technology"
"MOMO","0001610601","NASDAQ","Internet Content & Information","Communication Services"
"BOOM","0000034067","NASDAQ","Oil & Gas Equipment & Services","Energy"
"BTMD","0001819253","NASDAQ","Medical - Care Facilities","Healthcare"
"EML","0000031107","NASDAQ","Manufacturing - Tools & Accessories","Industrials"
"SIEB","0000065596","NASDAQ","Financial - Capital Markets","Financial Services"
"GLSI","0001799788","NASDAQ","Biotechnology","Healthcare"
"FORTY","0001045986","NASDAQ","Information Technology Services","Technology"
"CHAR","0002024459","NASDAQ","Shell Companies","Financial Services"
"SFBC","0001541119","NASDAQ","Banks - Regional","Financial Services"
"QUMS","0002070900","NASDAQ","Shell Companies","Financial Services"
"MB","0002027265","NASDAQ","Restaurants","Consumer Cyclical"
"KEQU","0000055529","NASDAQ","Furnishings, Fixtures & Appliances","Consumer Cyclical"
"VCIC","0002025396","NASDAQ","Shell Companies","Financial Services"
"LPTH","0000889971","NASDAQ","Hardware, Equipment & Parts","Technology"
"BCAX","0002023658","NASDAQ","Biotechnology","Healthcare"
"DENN","0000852772","NASDAQ","Restaurants","Consumer Cyclical"
"PLTS","0002053033","NASDAQ","Asset Management","Financial Services"
"CHSCL","0000823277","NASDAQ","Agricultural Farm Products","Consumer Defensive"
"ALNT","0000046129","NASDAQ","Hardware, Equipment & Parts","Technology"
"MTRX","0000866273","NASDAQ","Engineering & Construction","Industrials"
"VNDA","0001347178","NASDAQ","Biotechnology","Healthcare"
"LOCO","0001606366","NASDAQ","Restaurants","Consumer Cyclical"
"APWC","0001026980","NASDAQ","Electrical Equipment & Parts","Industrials"
"FTHM","0001753162","NASDAQ","Real Estate - Services","Real Estate"
"BIRD","0001653909","NASDAQ","Apparel - Retail","Consumer Cyclical"
"VERU","0000863894","NASDAQ","Biotechnology","Healthcare"
"QRHC","0001442236","NASDAQ","Waste Management","Industrials"
"MURA","0001971543","NASDAQ","Biotechnology","Healthcare"
"PDSB","0001472091","NASDAQ","Biotechnology","Healthcare"
"SOLS","0002064953","NASDAQ","Asset Management","Financial Services"
"PNFP","0001115055","NASDAQ","Banks - Regional","Financial Services"
"BOKF","0000875357","NASDAQ","Banks - Regional","Financial Services"
"TTMI","0001116942","NASDAQ","Hardware, Equipment & Parts","Technology"
"KNTK","0001692787","NASDAQ","Oil & Gas Midstream","Energy"
"WAFD","0000936528","NASDAQ","Banks - Regional","Financial Services"
"FBNC","0000811589","NASDAQ","Banks - Regional","Financial Services"
"ALRM","0001459200","NASDAQ","Software - Application","Technology"
"FRME","0000712534","NASDAQ","Banks - Regional","Financial Services"
"MRX","0001997464","NASDAQ","Financial - Capital Markets","Financial Services"
"LBRDA","0001611983","NASDAQ","Telecommunications Services","Communication Services"
"NICE","0001003935","NASDAQ","Software - Application","Technology"
"CLBK","0001723596","NASDAQ","Banks - Regional","Financial Services"
"MNKD","0000899460","NASDAQ","Biotechnology","Healthcare"
"SBET","0001981535","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"CCB","0001437958","NASDAQ","Banks - Regional","Financial Services"
"PCT","0001830033","NASDAQ","Industrial - Pollution & Treatment Controls","Industrials"
"BITF","0001812477","NASDAQ","Financial - Capital Markets","Financial Services"
"TRIP","0001526520","NASDAQ","Travel Services","Consumer Cyclical"
"XPEL","0001767258","NASDAQ","Auto - Parts","Consumer Cyclical"
"TBLA","0001840502","NASDAQ","Internet Content & Information","Communication Services"
"TRINI","0001786108","NASDAQ","Asset Management","Financial Services"
"NVAX","0001000694","NASDAQ","Biotechnology","Healthcare"
"GDEN","0001071255","NASDAQ","Gambling, Resorts & Casinos","Consumer Cyclical"
"INMD","0001742692","NASDAQ","Medical - Devices","Healthcare"
"TRINZ","0001786108","NASDAQ","Asset Management","Financial Services"
"DCOM","0000846617","NASDAQ","Banks - Regional","Financial Services"
